Task,Level,Institution,Exam Type,text_question,text_response,Criteria 0,Criteria 1,Criteria 2,Criteria 3,Criteria 0 AI Score,Criteria 1 AI Score,Criteria 2 AI Score,Criteria 3 AI Score,Criteria 0 Teacher Score,Criteria 1 Teacher Score,Criteria 2 Teacher Score,Criteria 3 Teacher Score
Email,B1,Cambridge,ceq,"Rubric: B1 Preliminary for Schools Writing Sample Test 2\n\nTo: \nFrom: Sam\nSubject: Science Fair\nBody: Hi,\n\nI’m really glad we’re working on a project together for next month’s school science fair!\n\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\n\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n\nAre you free to meet me at the library tomorrow after school to start working on our project?\n\nWrite soon!\n\nSam\n\nNotes:\n- Note 1:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Both because …\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 3:\n  Note: Tell Sam …\n  Email Part: As you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\n- Note 4:\n  Note: No, but …\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","Hi Sam!\n\nIt’s nice to hear from you I’m so exciting to work \nwith you!\n\nAs for your question about the project, I think \nthat the best option is the biggest ocean \nbecause at the moment the oceans are very \ncontaminated. You know, it’s very important.\n\nWe can get the information from the internet, so \nwe can also pick some photos.\nAs well as internet, we can also get some books.\n\nIn relation to when can we meet, I’m not free tomorrow \nafter school because I have to play volleyball.\n\nWhat about next monday? Are you free?\n\nAnyway I gotta go.\n\nSee you soon\nCarla",Content,CommunicativeAchievement,Organisation,Language,5,4,3,3,0,0,0,0
Email,B1,Cambridge,ceq,"\nRubric: B1 Preliminary for Schools Writing Sample Test 2\n\nTo: \nFrom: Sam\nSubject: Science Fair\nBody: Hi,\n\nI’m really glad we’re working on a project together for next month’s school science fair!\n\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\n\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n\nAre you free to meet me at the library tomorrow after school to start working on our project?\n\nWrite soon!\n\nSam\n\nNotes:\n- Note 1:\n  Note: Tell Sam …\n  Email Part: \n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because …\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but …\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","When I looked down the street, I couldn't believe \nwhat I saw. It was midnight and I was \nalone.\n\nAt the end of the street, there was a very tall \nman. \nWhen I looked at his face, I got surprised. \nHe didn't have face!\n\nI was shocked, so I decided to start running. \nI was very scared and I tried to call someone \nwith my phone, but I couldn't find it.\n\nAnyway, I followed running. All of a sudden I \nstepped on a stone and I fell down.\n\nI looked at my back and there was the man \nwhile I was closing my eyes, I thought ""Please \ndon't hurt me!""\n\nEventually, I woke up it all was a dream.",Content,CommunicativeAchievement,Organisation,Language,1,1,1,2,0,0,0,0
Email,B1,Cambridge,ceq,"Question 3\n\nYour English teacher has asked you to write a story.\n\nYour story must begin with this sentence.\n\nWhen I looked down the street, I couldn’t believe what I saw.\n\nWrite your story.","When I looked down the street, I couldn't believe \nwhat I saw. It was midnight and I was \nalone.\n\nAt the end of the street, there was a very tall \nman.\nWhen I looked at his face, I got surprised. \nHe didn't have face!\n\nI was shocked, so I decided to start running. \nI was very scared and I tried to call someone \nwith my phone, but I couldn't find it.\n\nAnyway, I followed running. All of a sudden, I \nstepped on a stone and I fell down.\n\nI looked at my back and there was the man.\nWhile I was closing my eyes, I thought ""Please \ndon't hurt me.""\n\nEventually, I woke up. It all was a dream!",Content,CommunicativeAchievement,Organisation,Language,5,4,4,3,0,0,0,0
Email,B1,Cambridge,ceq,"Question 3\n\nYour English teacher has asked you to write a story.\n\nYour story must begin with this sentence.\n\nWhen I looked down the street, I couldn’t believe what I saw.\n\nWrite your story.","When I looked down the street, I couldn't beleave it! I saw it was midnight and I was alone.\n\nAt the end of the street there was a very tall man.\nWhen I looked at his face I got surprised. He didn't have face!\n\nI was shocked, so I deciden to start running. I was very scared and I tried to call someone with my phone, but I couldn't find it.\n\nAnyway, I fallowed running. All of a sudden I stepped on a stone and I fell down.\n\nI looked at my back and there was the man. While I was closing my eyes, I thought ""Please don't hurt me!""\n\nEventually, I woke up it all was a dream!",Content,Communicative Achievement,Organisation,Language,5,4,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"\nRubric: B1 Preliminary for Schools Writing Sample Test 2\n\nTo: \nFrom: Sam\nSubject: Science Fair\nBody: Hi,\n\nI’m really glad we’re working on a project together for next month’s school science fair!\n\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\n\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n\nAre you free to meet me at the library tomorrow after school to start working on our project?\n\nWrite soon!\n\nSam\n\nNotes: \n- Note 1:\n  Note: Tell Sam …\n  Email Part: I’m really glad we’re working on a project together\n- Note 2:\n  Note: Me too!\n  Email Part: As you know, all science fair projects have to be about the environment.\n- Note 3:\n  Note: Both because …\n  Email Part: Once we decide on the topic, we need to do some research.\n- Note 4:\n  Note: No, but …\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","Hi Sam!\n\nIt’s nice to hear from you I’m so exciting to work with you!\n\nAs for your question about the project, I think that the best option is the biggest ocean, because at the moment, the oceans are very contaminated. You know, it’s very important!\n\nWe can get the information from the internet, so we can also pick some pictures.\nAs well as internet, we can also get some books.\n\nIn relation to when can we meet, I’m not free tomorrow after school because I have to play volleyball.\n\nWhat about next monday? Are you free?\n\nAnyway, I gotta go.\n\nSee you soon!\nCarla 😊",Content,Communicative Achievement,Organisation,Language,5,4,3,3,0,0,0,0
Email,B1,Cambridge,ceq,Question 2\n\nYou see this notice on an international English-language website.\n\nArticles wanted!\n\nFashion\n\nHow important is wearing the latest fashions to you?\nDo you prefer wearing the same fashion trends as your friends or wearing something completely different?\nDo you think young people pay too much attention to the way they look?\nTell us what you think.\n\nWrite your article.,"Alba Fuentes\n\nWriting article\n\nThe trends!!\n\nThe latest fashions are back, you can use the mother's clothes. They always come back, for example, the T-shirts with leopard, the bell pants and the skinny jeans, all are latest fashions and now is a fashion trends.\n\nSometimes a lot of friends wearing the same clothes, it can be a coincidence but normally they agree. In my opinion, I don't like it wearing the same clothes with my friend but if some day we can be a coincidence it's fine.\n\nMany young people pay to much atention to the way they look in their clothes and in their body. Lately in the surveys many people said that they sometimes didn't buy the straigh clothes because they look bad and don't like the way they look.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"Rubric: You must answer this question. Write your answer in about 100 words on the answer sheet.\nTo: \nFrom: Sam\nSubject: Science Fair\nBody: Hi, I'm really glad we're working on a project together for next month's school science fair! As you know, all science fair projects have to be about the environment. Why don't we do our project about the world's biggest ocean or rainforest? Which would you prefer? Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet? Are you free to meet me at the library tomorrow after school to start working on our project? Write soon! Sam\nNotes:\n- Note 1:\n  Note: Me too!\n  Email Part: I'm really glad we're working on a project together for next month's school science fair!\n- Note 2:\n  Note: Both because ...\n  Email Part: Should we get some books or just get the information we need from the internet?\n- Note 3:\n  Note: Tell Sam ...\n  Email Part: As you know, all science fair projects have to be about the environment.\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","Brad\nEmail:\nHi Albert!\nI'm really exciting we're working on egg drap project together in next two month 's of Sant Tom's party!\nIf you didn't know, what we hae to build need to be very very light. Because the slowest one in the drop is the winner, and it Don't to be break. Obviously. So, how we are going to make it? Should we make a huge piece of cotton or a lot of balloons of helium?\nWe must start thinking because last time we finished it at 11:00 pm. And, if you want and you can, I would you like to meet these Fridays? (We can play videogames too!).\nAnswer soon!\nBrad.",Content,CommunicativeAchievement,Organisation,Language,1,1,2,2,0,0,0,0
Email,B1,Cambridge,ceq,"\nRubric:  \nB1 Preliminary for Schools Writing Sample Test 2\nPart 1\nYou must answer this question.\nWrite your answer in about 100 words on the answer sheet.\n\nEmail:\nFrom: Sam\nSubject: Science Fair\nBody: \nHi,\nI'm really glad we're working on a project together for next month's school science fair!\nAs you know, all science fair projects have to be about the environment. Why don't we do our project about the world's biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\n\nNotes:\n- Note 1:\n  Note: Tell Sam ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?\n- Note 2:\n  Note: Me too!\n  Email Part: I'm really glad we're working on a project together for next month's school science fair!\n- Note 3:\n  Note: Both because ...\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but ...\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","From: Diego\nSubject: Science Fair\n\nHi\n\nI too very excited since I was noticed that we are going to work together on a project for the science fair.\n\nFor me, the best option is the project about the world's biggest ocean!, because I think that the ocean has more things for explanation. You can put in your project the animals that are in the ocean and the plants.\n\nI considered that we have to have both options because I believe that we need a lot of information about the topic.\n\nI can't meet tomorrow because I have a birthday but we could meet next week.\n\nSee you soon\n\nDiego.",Content,Communicative Achievement,Organisation,Language,3,3,2,2,0,0,0,0
Email,B1,Cambridge,ceq,Choose one of these questions.\nWrite your answer in about 100 words on the answer sheet.\n\nQuestion 2\nYou see this notice on an international English-language website.\n\nArticles wanted!\nFashion\nHow important is wearing the latest fashions to you?\nDo you prefer wearing the same fashion trends as your friends or wearing something completely different?\nDo you think young people pay too much attention to the way they look?\nTell us what you think.\n\nWrite your article.,Article\n\nThe trending topic of clothes.\n\nIt isn't important wearing the latest fashions because each people has a way of dressing.\n\nI prefer wearing something completely different because it shows my way of dressing and it doesn't have to be the same as everyone else's.\n\nI believe that the people pay attention to the way they look because they respect the clothes that you wear and also they look if you wear luxurious clothes.\n\nI think that the clothes you have wear doesn't matter if you are happy with the clothes that you are wearing.\n\nAimara Aguinada Flores,Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,Choose one of these questions.\nWrite your answer in about 100 words on the answer sheet.\n\nQuestion 2\nYou see this notice on an international English-language website.\n\nArticles wanted!\n\nFashion\nHow important is wearing the latest fashions to you?\nDo you prefer wearing the same fashion trends as your friends or wearing something completely different?\nDo you think young people pay too much attention to the way they look?\nTell us what you think.\n\nWrite your article.,"Part 2\nQuestion 2:\n\nFashion:\n\nFashion is not very important to me, but I like to go fashion\n\nI don't like to go like my friends, because I don't like to go the same, I prefer to have my style.\n\nI think must young people do pay too much attention to fashion but there are also some who don't important.\n\nI think fashion should't be very important, but now people like to go fashion a lot. I also think in that people have their style.",Content,CommunicativeAchievement,Organisation,Language,3,2,1,1,0,0,0,0
Email,B1,Cambridge,ceq,"\nRubric: B1 Preliminary for Schools: Writing Sample Test 2\nPart 1\nYou must answer this question.\nWrite your answer in about 100 words on the answer sheet.\n\nTo: \nFrom: Sam\nSubject: Science Fair\nBody: Hi,\nI’m really glad we’re working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\n\nNotes: \n- Note 1:\n  Note: Tell Sam …\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because …\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but …\n  Email Part: As you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?","Question 1.\n\nFrom: Nera\nSubject: Science Fair.\n\nHi,\n\nI'm very happy to work with you in this project, I'm sure we'll have a very good time doing this project.\n\nIt's a very good idea, it can be a project very interesting.\n\nI think books are more safer to look for information that Internet, I think that much of the information on the Internet is not real, although it's more faster to look for information. What do yo think?\n\nNo, because this week I have a lot of exams and I have to study a lot. But next Wednesday I can meet at the library, can you?\n\nGreetings!\nNera",Content,Communicative Achievement,Organisation,Language,2,2,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"B2 First for Schools Writing Sample Test 2\n\nPart 1\n\nYou must answer this question. Write your answer in 140 - 190 words in an appropriate style on the separate answer sheet.\n\n1 In your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\n\nWrite an essay using all the notes and giving reasons for your point of view.\n\nSome people say that there are more disadvantages than advantages of being famous.\nWhat do you think?\n\nNotes\nWrite about:\n\n1. private life\n2. money\n3. ......................................... (your own idea)","THE DIFFERENT LIFESTYLE OF FAMOUS PEOPLE  \n\nFamous people have a different lifestyle than normal people. They need to be more adapted to the changes. They have to have private life. \n\nFirstly, famous people have an elegant lifestyle than normal people. They need to get privacy because sometimes they get annoyed by person. They do not want to let people meet them in street. However, if you are famous person, you can still behave on your nature because more people respect you. \n\nSecondly, famous people have big house and money because one of the their job can buy everything they want. If you are famous, you can buy high reputations. They can be more famous for any job. \n\nFinally, you need to have amazing life for being famous. You need to have nice and fancy lifestyle. During the year you all of your famous partners for the job. The % of the person need to want to get some branches, but the % of the person need to want to be famous for you. \n\nIn conclusion, famous people have a better lifestyle. However, if you have the lower at that and if you are something that your money and behaviour can not buy, you will not be a person in culture yourself to be famous. You can have famous lifestyle but if you want how you can become famous behaving lifestyle.",Content,CommunicativeAchievement,Organisation,Language,1,1,1,1,0,0,0,0
Email,B1,Cambridge,ceq,"B2 First for Schools Writing Sample Test 2\n\nPart 1\n\nYou must answer this question. Write your answer in 140 - 190 words in an appropriate style on the separate answer sheet.\n\n1 In your English class you have been talking about famous people's lives. Now, your English teacher has asked you to write an essay for homework.\n\nWrite an essay using all the notes and giving reasons for your point of view.\n\nSome people say that there are more disadvantages than advantages of being famous.\nWhat do you think?\n\nNotes\nWrite about:\n1. private life\n2. money\n3. ....................................... (your own idea)","Being famous can have advantages and disadvantages but in my opinion, the disavantage \nof being a 'celeb' are bigger than advantages. \n\nOne of the biggest disadvantages is the loss of privacy. Famous people often have their moves \nconstantly followed by journalists and fans which can be exhausting and stressful. Moreover, \ncelebrities are constantly expected to be perfect — which can affect their mental health. \n\nOn the other hand, fame can open doors to create new work opportunities and financial reward. It's important to remember that with all attention comes a lack of personal spaces. \n\nTo sum up, the pressure and the constant invasion of privacy make fame less magical than \nit may seem, while the financial benefits looks atractives could be a high cost in \npersonal life. Moreover, the stress come with fame and for many people, it's difficult live with it.",Content,CommunicativeAchievement,Organisation,Language,3,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,B2 First for Schools Writing Sample Test 2\n\nPart 2\nWrite an answer to one of the questions 2-5 in this part. Write your answer in 140-190 words in an appropriate style on the separate answer sheet. Put the question number in the box at the top of the answer sheet.\n\n2 You have seen this announcement on an English-language website for young people.\n\nStories wanted\nWe’re looking for stories for our English-language website for teenagers. Your story must begin with this sentence:\nAlex opened the door and saw something amazing.\nYour story must include:\n- a bicycle\n- a friend\n\nWrite your story.\n\n,"Alex opened the door and saw something amazing outside; there was a shiny red bicycle parked by his front gate. It was brand new, and he couldn't believe his eyes. Just then, his friend Lucas appeared, smiling widely.\n\n'I got this for you!' he said, with a card in his hands. Alex was surprised because he had always want a bicycle but he never imagine that he would get one as a suprise.\n\nLucas explained that he remembered how much Alex love riding when they were kids, so he decides to bought a bicycle for him.\n\nExcited, Alex jump on the bicycle , as he start riding, he felt the wind on his face, so he starts smiling because he had been so long without ride a bike. Lucas catch his own bike and went with Alex , they rode around their homes. Alex couldn't stop thanking Lucas for the amazing gift and feel lucky to have such a good friend.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"B2 First for Schools Writing Sample Test 2\n\nPart 1\n\nYou must answer this question. Write your answer in 140 - 190 words in an appropriate style on the separate answer sheet.\n\n1 In your English class you have been talking about famous people's lives. Now, your English teacher has asked you to write an essay for homework.\n\nWrite an essay using all the notes and giving reasons for your point of view.\n\nSome people say that there are more disadvantages than advantages of being famous.\nWhat do you think?\n\nNotes\nWrite about:\n1. private life\n2. money\n3. ................................ (your own idea)","PATRICIA MUROZ JIMENEZ\n- WRITING PART 1\n\nNowadays, people are highly likely to be famous. Some of them think that it has more benefit and a perfect life with money, many houses, luxury things... In fact, it has advantages and disadvantages, but in my opinion it brings more advantages.\nOn the one hand, becoming famous could take away some activities such as going to the cinema, going shopping. This is because being known worldwide everyone would stop to ask you for photos or autographs, which can be so stressful.\nOn the other hand, it has some benefits because celebrities usually have a lot of money so they can travel around the world, buy luxuries, have big houses. Therefore, I think they wouldn't have to worry about anything.\nFurthermore, if you are famous, you can get a lot of opportunities wherever you go. You can also develop many skills, for example, creativity, consistency, efficiency, public speaking...\nTo sum up, I think that being famous has more advantages because you can earn a lot of money and do activities around the world and because you can develop many skills.",Content,Communicative Achievement,Organisation,Language,5,4,4,3,0,0,0,0
Email,B1,Cambridge,ceq,"\nRubric: \nB1 Preliminary for Schools Writing Sample Test 2\nPart 1\nYou must answer this question.\nWrite your answer in about 100 words on the answer sheet.\n\nEmail:\nFrom: Sam\nSubject: Science Fair\nBody: \nHi,\nI’m really glad we’re working on a project together for next month’s school science fair!\nAs you know, all science fair projects have to be about the environment. Why don’t we do our project about the world’s biggest ocean or rainforest? Which would you prefer?\nOnce we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\nAre you free to meet me at the library tomorrow after school to start working on our project?\nWrite soon!\nSam\n\nNotes:\n- Note 1:\n  Note: Tell Sam …\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 2:\n  Note: Me too!\n  Email Part: I’m really glad we’re working on a project together for next month’s school science fair!\n- Note 3:\n  Note: Both because …\n  Email Part: Once we decide on the topic, we need to do some research. Should we get some books or just get the information we need from the internet?\n- Note 4:\n  Note: No, but …\n  Email Part: Are you free to meet me at the library tomorrow after school to start working on our project?","from: Elena\nSubject: Science Fair\n\nHi!\n\nI'm very happyy to do the Science Fair with you.\n\nI prefer to do it about the rainforest because they are very beautifol and bigger. Also, some of them have been damaged by humans and it would be important to add in the projects\n\nI think it's better to use internet than use books because we have the all new information about the rainforest. But, the books contain information from some years ago and on internet it's difficult to found it. I think that it's better to use both,\n\nI'm not free tomorrow but In Thursday I can do it of 16:00 to 20:00\n\nBye!\n\nElena",Content,Communicative Achievement,Organisation,Language,3,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,Choose one of these questions.\nWrite your answer in about 100 words on the answer sheet.\n\nQuestion 2\nYou see this notice on an international English-language website.\n\nArticles wanted!\nFashion\nHow important is wearing the latest fashions to you?\nDo you prefer wearing the same fashion trends as your friends or wearing something completely different?\nDo you think young people pay too much attention to the way they look?\nTell us what you think.\n\nWrite your article.,"Fashion\n\nWearing the last fashions it's a little important for me because I like to use new clothes but my tipe of fashion it's very different to the other people so I think that for me it's not very important.\n\nI wear something completely different because my best friend Paula, her a style like ""clean girl"" and I have a style more ""stargirl"" so I don't have a very similar outfits with her.\n\nI think that the people don't care to much of the ""outfits"" you use if they are in the ""normally"". They care to much to the ""strange"" outfits like ""cutecore"" or ""emo"" they insult and speak bodly of them...",Content,CommunicativeAchievement,Organisation,Language,3,2,2,1,0,0,0,0
Email,B1,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\n\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\n\nWrite an essay using all the notes and give reasons for your point of view.\n\n""How have methods of communication changed in recent years?""\n\nNotes\n\nWrite about:\n\n1 letters\n2 internet\n3 in person (your own idea)","Actually communication\n\nIn this assay I go to tell how the people communication actually.\n\nSome people write letter but in my opinion I doesn't like it because the person that has to reaved it reaved it too late and if is anything important is not useful.\nothers persons communicate through internet and its well but in my opinion its very cold because you don't see the people that you are talking and don't know how he is for that reason I think write through internet is good only for unimportant things.\n\nMy favourite way to comunicate is in person, because you can see how the other person are and know what you have to do.\nIn addition comunication in person as well because you can spent a great time listening others peoples.\n\nIn conclusion, the people actually can communicate with letters but are so ancient, internet but is so cold and in person, that one the best option.\n\nI hope you like this essay. Bye.\nPaco.",Content,Communicative Achievement,Organisation,Language,3,2,2,2,0,0,0,0
Article,B2,Cambridge,ceq,"Writing part 2 – Article\n\nWrite your answer in 140 – 190 words in an appropriate style.\n\nYou have seen this announcement in an English-language magazine.\n\nARTICLES WANTED\n\nEffective ways to learn English!\n\nHave you got some techniques for learning English that you could share with other learners?\n\nYou should tell us about the ways you’ve learned English, how effective these methods are, and what you would recommend to somebody starting to learn English.\n\nWrite your article.","playing to learn English\n\n- Have you ever wanted to learn English, but you think it is very difficult. In this article I go to speak how to learn English.\n\n- than I go to tell you some technique for learning English, the first is you should go to an academi, the secondone is that you can learn English watching films in this language and the last one is playing videogames in English.\n\n- In my opinion this techniques can help you a lot because with the first you can learn the grammatic and vocabulary and with the lasts because how it thing that you and interesting, you put more attention. Moreover I learn English with that technics and I emprove a lot. If you want to start you should traying this techniques.\n\n- I hope it can help you.",Content,Communicative Achievement,Organisation,Language,5,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"Writing part 2 – Article\n\nWrite your answer in 140 – 190 words in an appropriate style.\n\nYou have seen this announcement in an English-language magazine.\n\nARTICLES WANTED\n\nEffective ways to learn English!\n\nHave you got some techniques for learning English that you could share with other learners?\n\nYou should tell us about the ways you’ve learned English, how effective these methods are, and what you would recommend to somebody starting to learn English.\n\nWrite your article.","INTERESTING WAYS TO LEARN ENGLISH\n\nIn this article, I will say some of the ways that helped me to learn English,\n\nFirst, a very amusing way to learn English is adapting the hobbies you like to the language. For example, if you like reading books, you could read them in English instead of Spanish. This metod is very efective because while you spend a good time, you learn English.\n\nAnother way to learn English is from some language apps. This way it's not as afective as the first one. This is simply becuase that these type of apps only can help you if you want to push one of parts of English for example, grammar, lisening, speaking...\nThe last way you could use to learn English is transalting some songs you like to English. With this, you can learn a lot of new words that you didn't knew.\n\nWhat do you think? Could you tell us some other ways that helped you to learn English? Tell us about that!",Content,CommunicativeAchievement,Organisation,Language,5,4,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"Writing part 2 – Article\n\nWrite your answer in 140 - 190 words in an appropriate style.\n\nYou have seen this announcement in an English-language magazine.\n\nARTICLES WANTED\n\nEffective ways to learn English!\n\nHave you got some techniques for learning English that you could share with other learners?\n\nYou should tell us about the ways you’ve learned English, how effective these methods are, and what you would recommend to somebody starting to learn English.\n\nWrite your article.","THE BEST TIPS TO LEARNING ENGLISH\n\nIf you are finding some techniques for learning English that article is for you.\nFrom my expierence, those techniques to learning other idiom where is not of yours, is really\nimportand for grow up in the lenguaje.\nIn my opinion the best tips that I use, are: to listening music in English, to reading books,\nto watching the TV in English and so on. With this techniques, you can learn more\nvocabulary, how they talk, some idiom or expression, etc.\nI think this techniques only is effecly if you take it serious. One think the most people\nsaid is ""English is not for me, because I am bad"" but is not real.\nWhy don't you try this tips?",Content,CommunicativeAchievement,Organisation,Language,3,2,2,1,0,0,0,0
Article,B2,Cambridge,ceq,"Writing part 2 – Article\n\nWrite your answer in 140 – 190 words in an appropriate style.\n\nYou have seen this announcement in an English-language magazine.\n\nARTICLES WANTED\n\nEffective ways to learn English!\n\nHave you got some techniques for learning English that you could share with other learners?\n\nYou should tell us about the ways you’ve learned English, how effective these methods are, and what you would recommend to somebody starting to learn English.\n\nWrite your article.",THE MOTIVATION OF LISTENING AND PRESENTS\n\nThis metod consis on motivate the students with some presnt motivating to study and see movies in English for learn expresions and normal languge hear the people talk in english to learn more quickly in yout mean.\n\nYou can buy some stickes or sweets to the students because thay should still hongry so is a good presnt to metivate to do the exercises and learn more to recocking the presnts and a very big present to the student that participe more to make more competetive the students.\n\nYou can put movies in English to the students because the hoys can see the live of people of differnt countrie that talk in English and learn a lot of new expresion that they can use frequently.\n\nIn my experince my favorite was the movies becauce i leand a lot of english and expresions thaks for that.,Content,Communicative Achievement,Organisation,Language,5,2,2,1,0,0,0,0
Email,B1,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\n\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\n\nWrite an essay using all the notes and give reasons for your point of view.\n\n“How have methods of communication changed in recent years?”\n\nNotes\n\nWrite about:\n\n1  letters\n2  internet\n3  .... (your own idea)","Writing part 1\nIn this period of time all the world are comunicating by the new tecnologies, like watsapp, Instagram or Twetter, in my point of view I think that is good that we have this practical metod but most of people are using in a bad way, for example most of teenagers met in the park with a very big group but they talk to others with the phone insted talking to each others so the phone absorbs the mans of people, steem this tecnologies are so good and practicle but they aren't using in the best way in the past of the middle ages they using letters to comunicate and Socialize more than now a days but is truth that if you have something important you can answer in 2 second you can also admit something so you can concluyed tecnologies are so good but we cant lost socialization society with persons because its necesary and important.",Content,CommunicativeAchievement,Organisation,Language,3,2,2,2,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 – 190 words in an appropriate style.\n\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\n\nWrite an essay using all the notes and give reasons for your point of view.\n\n""How have methods of communication changed in recent years?""\n\nNotes\n\nWrite about:\n\n1  letters\n2  internet\n3  (your own idea)",Ways of communication \n\nFor this essay I am going to talk about how the ways of communication was change.\n\nAt first the only form to communicate with other people were the letters you only can to wrote the letter and be pacient to wait to the answer of the other people and you can know take a lot of time to send your message and to receive the answer.\n\nLater in the 1982 was created internet. this invention make a change in the forms of communicate with others that do did that messages send more fast and the answers only took a few minutes.\n\nAnd now with the phones all is easier we send the mesage and in seconds we have the answer now all is faster and is much comfortable.\n\nin conclusion all evolutions to better if we refer to communication. thats all thank you for read,Content,CommunicativeAchievement,Organisation,Language,5,2,2,2,0,0,0,0
Article,B2,Cambridge,ceq,"Writing part 2 – Article\n\nWrite your answer in 140 - 190 words in an appropriate style.\n\nYou have seen this announcement in an English-language magazine.\n\nARTICLES WANTED\n\nEffective ways to learn English!\n\nHave you got some techniques for learning English that you could share with other learners?\n\nYou should tell us about the ways you’ve learned English, how effective these methods are, and what you would recommend to somebody starting to learn English.\n\nWrite your article.","How learn English\n\nyou want to learn english but you don't know what is the best form? Okay. Now I want to explaine you.\n\nOne of the most popular ways of learn english is going to an acodemy for me is the bad way because you have a teacher that can explain you perfectly all that you want to know.\n\nOther way is see and listen things in english for example a TV serie or a movie. This methos can't be efective only with the people that want to learn english, this method is good to have a better pronunciation to and for undestand better when an English person talk you fast.\n\nOther form is online teach you can install an app select your level and you have a course posibilited to learn.\n\nFor me the most effective is an acodemy but you can choose. And that's all, i hope you liked.",Content,Communicative Achievement,Organisation,Language,5,2,2,1,0,0,0,0
